Sector,Industry,ESG_Dimension,ESG_Topic,Materiality_Score,Is_Material
Financials,Consumer Finance,Business Model & Innovation,Business Model Resilience,4,True
Financials,Consumer Finance,Business Model & Innovation,Supply Chain Management,2,False
Financials,Consumer Finance,Business Model & Innovation,Materials Sourcing & Efficiency,3,True
Financials,Consumer Finance,Business Model & Innovation,Physical Impacts of Climate Change,4,True
Financials,Consumer Finance,Leadership & Governance,Business Ethics,5,True
Financials,Consumer Finance,Leadership & Governance,Competitive Behavior,5,True
Financials,Consumer Finance,Leadership & Governance,Regulatory Environment Management,5,True
Financials,Consumer Finance,Leadership & Governance,Critical Incident Risk Management,4,True
Financials,Consumer Finance,Leadership & Governance,Systemic Risk Management,4,True
Financials,Insurance,Environment,GHG Emissions,1,False
Financials,Insurance,Environment,Air Quality,1,False
Financials,Insurance,Environment,Energy Management,2,False
Financials,Insurance,Environment,Water & Wastewater Management,1,False
Financials,Insurance,Environment,Waste & Hazardous Materials,1,False
Financials,Insurance,Environment,Ecological Impacts,3,True
Financials,Insurance,Social Capital,Human Rights & Community Relations,4,True
Financials,Insurance,Social Capital,Customer Privacy,4,True
Financials,Insurance,Social Capital,Data Security,5,True
Financials,Insurance,Social Capital,Access & Affordability,5,True
Financials,Insurance,Social Capital,Product Quality & Safety,3,True
Financials,Insurance,Social Capital,Customer Welfare,4,True
Financials,Insurance,Social Capital,Selling Practices & Product Labeling,3,True
Financials,Insurance,Human Capital,Labor Practices,4,True
Financials,Insurance,Human Capital,Employee Health & Safety,2,False
Financials,Insurance,Human Capital,Employee Engagement,3,True
Financials,Insurance,Human Capital,Diversity & Inclusion,2,False
Financials,Insurance,Business Model & Innovation,Product Design & Lifecycle,3,True
Financials,Insurance,Business Model & Innovation,Business Model Resilience,2,False
Financials,Insurance,Business Model & Innovation,Supply Chain Management,2,False
Financials,Insurance,Business Model & Innovation,Materials Sourcing & Efficiency,3,True
Financials,Insurance,Business Model & Innovation,Physical Impacts of Climate Change,3,True
Financials,Insurance,Leadership & Governance,Business Ethics,5,True
Financials,Insurance,Leadership & Governance,Competitive Behavior,4,True
Financials,Insurance,Leadership & Governance,Regulatory Environment Management,4,True
Financials,Insurance,Leadership & Governance,Critical Incident Risk Management,4,True
Financials,Insurance,Leadership & Governance,Systemic Risk Management,5,True
Financials,Investment Banking & Brokerage,Environment,GHG Emissions,1,False
Financials,Investment Banking & Brokerage,Environment,Air Quality,2,False
Financials,Investment Banking & Brokerage,Environment,Energy Management,2,False
Financials,Investment Banking & Brokerage,Environment,Water & Wastewater Management,2,False
Financials,Investment Banking & Brokerage,Environment,Waste & Hazardous Materials,1,False
Financials,Investment Banking & Brokerage,Environment,Ecological Impacts,2,False
Financials,Investment Banking & Brokerage,Social Capital,Human Rights & Community Relations,4,True
Financials,Investment Banking & Brokerage,Social Capital,Customer Privacy,5,True
Financials,Investment Banking & Brokerage,Social Capital,Data Security,5,True
Financials,Investment Banking & Brokerage,Social Capital,Access & Affordability,4,True
Financials,Investment Banking & Brokerage,Social Capital,Product Quality & Safety,5,True
Financials,Investment Banking & Brokerage,Social Capital,Customer Welfare,5,True
Financials,Investment Banking & Brokerage,Social Capital,Selling Practices & Product Labeling,4,True
Financials,Investment Banking & Brokerage,Human Capital,Labor Practices,2,False
Financials,Investment Banking & Brokerage,Human Capital,Employee Health & Safety,2,False
Financials,Investment Banking & Brokerage,Human Capital,Employee Engagement,3,True
Financials,Investment Banking & Brokerage,Human Capital,Diversity & Inclusion,2,False
Financials,Investment Banking & Brokerage,Business Model & Innovation,Product Design & Lifecycle,4,True
Financials,Investment Banking & Brokerage,Business Model & Innovation,Business Model Resilience,3,True
Financials,Investment Banking & Brokerage,Business Model & Innovation,Supply Chain Management,2,False
Financials,Investment Banking & Brokerage,Business Model & Innovation,Materials Sourcing & Efficiency,2,False
Financials,Investment Banking & Brokerage,Business Model & Innovation,Physical Impacts of Climate Change,4,True
Financials,Investment Banking & Brokerage,Leadership & Governance,Business Ethics,5,True
Financials,Investment Banking & Brokerage,Leadership & Governance,Competitive Behavior,5,True
Financials,Investment Banking & Brokerage,Leadership & Governance,Regulatory Environment Management,5,True
Financials,Investment Banking & Brokerage,Leadership & Governance,Critical Incident Risk Management,5,True
Financials,Investment Banking & Brokerage,Leadership & Governance,Systemic Risk Management,5,True
Financials,Mortgage Finance,Environment,GHG Emissions,3,True
Financials,Mortgage Finance,Environment,Air Quality,3,True
Financials,Mortgage Finance,Environment,Energy Management,1,False
Financials,Mortgage Finance,Environment,Water & Wastewater Management,2,False
Financials,Mortgage Finance,Environment,Waste & Hazardous Materials,3,True
Financials,Mortgage Finance,Environment,Ecological Impacts,1,False
Financials,Mortgage Finance,Social Capital,Human Rights & Community Relations,4,True
Financials,Mortgage Finance,Social Capital,Customer Privacy,3,True
Financials,Mortgage Finance,Social Capital,Data Security,5,True
Financials,Mortgage Finance,Social Capital,Access & Affordability,4,True
Financials,Mortgage Finance,Social Capital,Product Quality & Safety,3,True
Financials,Mortgage Finance,Social Capital,Customer Welfare,5,True
Financials,Mortgage Finance,Social Capital,Selling Practices & Product Labeling,5,True
Financials,Mortgage Finance,Human Capital,Labor Practices,4,True
Financials,Mortgage Finance,Human Capital,Employee Health & Safety,4,True
Financials,Mortgage Finance,Human Capital,Employee Engagement,4,True
Financials,Mortgage Finance,Human Capital,Diversity & Inclusion,4,True
Financials,Mortgage Finance,Business Model & Innovation,Product Design & Lifecycle,4,True
Financials,Mortgage Finance,Business Model & Innovation,Business Model Resilience,2,False
Financials,Mortgage Finance,Business Model & Innovation,Supply Chain Management,3,True
Financials,Mortgage Finance,Business Model & Innovation,Materials Sourcing & Efficiency,3,True
Financials,Mortgage Finance,Business Model & Innovation,Physical Impacts of Climate Change,2,False
Financials,Mortgage Finance,Leadership & Governance,Business Ethics,5,True
Financials,Mortgage Finance,Leadership & Governance,Competitive Behavior,5,True
Financials,Mortgage Finance,Leadership & Governance,Regulatory Environment Management,5,True
Financials,Mortgage Finance,Leadership & Governance,Critical Incident Risk Management,5,True
Financials,Mortgage Finance,Leadership & Governance,Systemic Risk Management,5,True
Financials,Security & Commodity Exchange,Environment,GHG Emissions,1,False
Financials,Security & Commodity Exchange,Environment,Air Quality,3,True
Financials,Security & Commodity Exchange,Environment,Energy Management,2,False
Financials,Security & Commodity Exchange,Environment,Water & Wastewater Management,3,True
Financials,Security & Commodity Exchange,Environment,Waste & Hazardous Materials,2,False
Financials,Security & Commodity Exchange,Environment,Ecological Impacts,3,True
Financials,Security & Commodity Exchange,Social Capital,Human Rights & Community Relations,4,True
Financials,Security & Commodity Exchange,Social Capital,Customer Privacy,4,True
Financials,Security & Commodity Exchange,Social Capital,Data Security,4,True
Financials,Security & Commodity Exchange,Social Capital,Access & Affordability,5,True
Financials,Security & Commodity Exchange,Social Capital,Product Quality & Safety,4,True
Financials,Security & Commodity Exchange,Social Capital,Customer Welfare,5,True
Financials,Security & Commodity Exchange,Social Capital,Selling Practices & Product Labeling,3,True
Financials,Security & Commodity Exchange,Human Capital,Labor Practices,2,False
Financials,Security & Commodity Exchange,Human Capital,Employee Health & Safety,3,True
Financials,Security & Commodity Exchange,Human Capital,Employee Engagement,4,True
Financials,Security & Commodity Exchange,Human Capital,Diversity & Inclusion,3,True
Financials,Security & Commodity Exchange,Business Model & Innovation,Product Design & Lifecycle,4,True
Financials,Security & Commodity Exchange,Business Model & Innovation,Business Model Resilience,4,True
Financials,Security & Commodity Exchange,Business Model & Innovation,Supply Chain Management,2,False
Financials,Security & Commodity Exchange,Business Model & Innovation,Materials Sourcing & Efficiency,4,True
Financials,Security & Commodity Exchange,Business Model & Innovation,Physical Impacts of Climate Change,4,True
Financials,Security & Commodity Exchange,Leadership & Governance,Business Ethics,5,True
Financials,Security & Commodity Exchange,Leadership & Governance,Competitive Behavior,5,True
Financials,Security & Commodity Exchange,Leadership & Governance,Regulatory Environment Management,5,True
Financials,Security & Commodity Exchange,Leadership & Governance,Critical Incident Risk Management,4,True
Financials,Security & Commodity Exchange,Leadership & Governance,Systemic Risk Management,5,True
Food & Beverage,Agricultural Products,Environment,GHG Emissions,4,True
Food & Beverage,Agricultural Products,Environment,Air Quality,3,True
Food & Beverage,Agricultural Products,Environment,Energy Management,4,True
Food & Beverage,Agricultural Products,Environment,Water & Wastewater Management,5,True
Food & Beverage,Agricultural Products,Environment,Waste & Hazardous Materials,5,True
Food & Beverage,Agricultural Products,Environment,Ecological Impacts,5,True
Food & Beverage,Agricultural Products,Social Capital,Human Rights & Community Relations,5,True
Food & Beverage,Agricultural Products,Social Capital,Customer Privacy,5,True
Food & Beverage,Agricultural Products,Social Capital,Data Security,5,True
Food & Beverage,Agricultural Products,Social Capital,Access & Affordability,5,True
Food & Beverage,Agricultural Products,Social Capital,Product Quality & Safety,5,True
Food & Beverage,Agricultural Products,Social Capital,Customer Welfare,4,True
Food & Beverage,Agricultural Products,Social Capital,Selling Practices & Product Labeling,5,True
Food & Beverage,Agricultural Products,Human Capital,Labor Practices,3,True
Food & Beverage,Agricultural Products,Human Capital,Employee Health & Safety,4,True
Food & Beverage,Agricultural Products,Human Capital,Employee Engagement,2,False
Food & Beverage,Agricultural Products,Human Capital,Diversity & Inclusion,4,True
Food & Beverage,Agricultural Products,Business Model & Innovation,Product Design & Lifecycle,3,True
Food & Beverage,Agricultural Products,Business Model & Innovation,Business Model Resilience,4,True
Food & Beverage,Agricultural Products,Business Model & Innovation,Supply Chain Management,5,True
Food & Beverage,Agricultural Products,Business Model & Innovation,Materials Sourcing & Efficiency,5,True
Food & Beverage,Agricultural Products,Business Model & Innovation,Physical Impacts of Climate Change,5,True
Food & Beverage,Agricultural Products,Leadership & Governance,Business Ethics,4,True
Food & Beverage,Agricultural Products,Leadership & Governance,Competitive Behavior,3,True
Food & Beverage,Agricultural Products,Leadership & Governance,Regulatory Environment Management,2,False
Food & Beverage,Agricultural Products,Leadership & Governance,Critical Incident Risk Management,2,False
Food & Beverage,Agricultural Products,Leadership & Governance,Systemic Risk Management,4,True
Food & Beverage,Alcoholic Beverages,Environment,GHG Emissions,4,True
Food & Beverage,Alcoholic Beverages,Environment,Air Quality,3,True
Food & Beverage,Alcoholic Beverages,Environment,Energy Management,3,True
Food & Beverage,Alcoholic Beverages,Environment,Water & Wastewater Management,3,True
Food & Beverage,Alcoholic Beverages,Environment,Waste & Hazardous Materials,3,True
Food & Beverage,Alcoholic Beverages,Environment,Ecological Impacts,3,True
Food & Beverage,Alcoholic Beverages,Social Capital,Human Rights & Community Relations,4,True
Food & Beverage,Alcoholic Beverages,Social Capital,Customer Privacy,5,True
Food & Beverage,Alcoholic Beverages,Social Capital,Data Security,5,True
Food & Beverage,Alcoholic Beverages,Social Capital,Access & Affordability,4,True
Food & Beverage,Alcoholic Beverages,Social Capital,Product Quality & Safety,5,True
Food & Beverage,Alcoholic Beverages,Social Capital,Customer Welfare,5,True
Food & Beverage,Alcoholic Beverages,Social Capital,Selling Practices & Product Labeling,5,True
Food & Beverage,Alcoholic Beverages,Human Capital,Labor Practices,4,True
Food & Beverage,Alcoholic Beverages,Human Capital,Employee Health & Safety,2,False
Food & Beverage,Alcoholic Beverages,Human Capital,Employee Engagement,4,True
Food & Beverage,Alcoholic Beverages,Human Capital,Diversity & Inclusion,4,True
Food & Beverage,Alcoholic Beverages,Business Model & Innovation,Product Design & Lifecycle,4,True
Food & Beverage,Alcoholic Beverages,Business Model & Innovation,Business Model Resilience,4,True
Food & Beverage,Alcoholic Beverages,Business Model & Innovation,Supply Chain Management,4,True
Food & Beverage,Alcoholic Beverages,Business Model & Innovation,Materials Sourcing & Efficiency,3,True
Food & Beverage,Alcoholic Beverages,Business Model & Innovation,Physical Impacts of Climate Change,3,True
Food & Beverage,Alcoholic Beverages,Leadership & Governance,Business Ethics,4,True
Food & Beverage,Alcoholic Beverages,Leadership & Governance,Competitive Behavior,4,True
Food & Beverage,Alcoholic Beverages,Leadership & Governance,Regulatory Environment Management,2,False
Food & Beverage,Alcoholic Beverages,Leadership & Governance,Critical Incident Risk Management,2,False
Food & Beverage,Alcoholic Beverages,Leadership & Governance,Systemic Risk Management,3,True
Food & Beverage,Food Retailers & Distributors,Environment,GHG Emissions,3,True
Food & Beverage,Food Retailers & Distributors,Environment,Air Quality,3,True
Food & Beverage,Food Retailers & Distributors,Environment,Energy Management,5,True
Food & Beverage,Food Retailers & Distributors,Environment,Water & Wastewater Management,5,True
Food & Beverage,Food Retailers & Distributors,Environment,Waste & Hazardous Materials,4,True
Food & Beverage,Food Retailers & Distributors,Environment,Ecological Impacts,3,True
Food & Beverage,Food Retailers & Distributors,Social Capital,Human Rights & Community Relations,5,True
Food & Beverage,Food Retailers & Distributors,Social Capital,Customer Privacy,4,True
Food & Beverage,Food Retailers & Distributors,Social Capital,Data Security,4,True
Food & Beverage,Food Retailers & Distributors,Social Capital,Access & Affordability,5,True
Food & Beverage,Food Retailers & Distributors,Social Capital,Product Quality & Safety,4,True
Food & Beverage,Food Retailers & Distributors,Social Capital,Customer Welfare,5,True
Food & Beverage,Food Retailers & Distributors,Social Capital,Selling Practices & Product Labeling,5,True
Food & Beverage,Food Retailers & Distributors,Human Capital,Labor Practices,4,True
Food & Beverage,Food Retailers & Distributors,Human Capital,Employee Health & Safety,4,True
Food & Beverage,Food Retailers & Distributors,Human Capital,Employee Engagement,4,True
Food & Beverage,Food Retailers & Distributors,Human Capital,Diversity & Inclusion,3,True
Food & Beverage,Food Retailers & Distributors,Business Model & Innovation,Product Design & Lifecycle,4,True
Food & Beverage,Food Retailers & Distributors,Business Model & Innovation,Business Model Resilience,5,True
Food & Beverage,Food Retailers & Distributors,Business Model & Innovation,Supply Chain Management,5,True
Food & Beverage,Food Retailers & Distributors,Business Model & Innovation,Materials Sourcing & Efficiency,5,True
Food & Beverage,Food Retailers & Distributors,Business Model & Innovation,Physical Impacts of Climate Change,4,True
Food & Beverage,Food Retailers & Distributors,Leadership & Governance,Business Ethics,4,True
Food & Beverage,Food Retailers & Distributors,Leadership & Governance,Competitive Behavior,3,True
Food & Beverage,Food Retailers & Distributors,Leadership & Governance,Regulatory Environment Management,2,False
Food & Beverage,Food Retailers & Distributors,Leadership & Governance,Critical Incident Risk Management,4,True
Food & Beverage,Food Retailers & Distributors,Leadership & Governance,Systemic Risk Management,3,True
Food & Beverage,"Meat, Poultry & Dairy",Environment,GHG Emissions,4,True
Food & Beverage,"Meat, Poultry & Dairy",Environment,Air Quality,4,True
Food & Beverage,"Meat, Poultry & Dairy",Environment,Energy Management,3,True
Food & Beverage,"Meat, Poultry & Dairy",Environment,Water & Wastewater Management,5,True
Food & Beverage,"Meat, Poultry & Dairy",Environment,Waste & Hazardous Materials,4,True
Food & Beverage,"Meat, Poultry & Dairy",Environment,Ecological Impacts,5,True
Food & Beverage,"Meat, Poultry & Dairy",Social Capital,Human Rights & Community Relations,5,True
Food & Beverage,"Meat, Poultry & Dairy",Social Capital,Customer Privacy,5,True
Food & Beverage,"Meat, Poultry & Dairy",Social Capital,Data Security,4,True
Food & Beverage,"Meat, Poultry & Dairy",Social Capital,Access & Affordability,5,True
Food & Beverage,"Meat, Poultry & Dairy",Social Capital,Product Quality & Safety,5,True
Food & Beverage,"Meat, Poultry & Dairy",Social Capital,Customer Welfare,4,True
Food & Beverage,"Meat, Poultry & Dairy",Social Capital,Selling Practices & Product Labeling,5,True
Food & Beverage,"Meat, Poultry & Dairy",Human Capital,Labor Practices,3,True
Food & Beverage,"Meat, Poultry & Dairy",Human Capital,Employee Health & Safety,2,False
Food & Beverage,"Meat, Poultry & Dairy",Human Capital,Employee Engagement,3,True
Food & Beverage,"Meat, Poultry & Dairy",Human Capital,Diversity & Inclusion,3,True
Food & Beverage,"Meat, Poultry & Dairy",Business Model & Innovation,Product Design & Lifecycle,4,True
Food & Beverage,"Meat, Poultry & Dairy",Business Model & Innovation,Business Model Resilience,5,True
Food & Beverage,"Meat, Poultry & Dairy",Business Model & Innovation,Supply Chain Management,3,True
Food & Beverage,"Meat, Poultry & Dairy",Business Model & Innovation,Materials Sourcing & Efficiency,3,True
Food & Beverage,"Meat, Poultry & Dairy",Business Model & Innovation,Physical Impacts of Climate Change,3,True
Food & Beverage,"Meat, Poultry & Dairy",Leadership & Governance,Business Ethics,2,False
Food & Beverage,"Meat, Poultry & Dairy",Leadership & Governance,Competitive Behavior,3,True
Food & Beverage,"Meat, Poultry & Dairy",Leadership & Governance,Regulatory Environment Management,4,True
Food & Beverage,"Meat, Poultry & Dairy",Leadership & Governance,Critical Incident Risk Management,2,False
Food & Beverage,"Meat, Poultry & Dairy",Leadership & Governance,Systemic Risk Management,4,True
Food & Beverage,Non-Alcoholic Beverages,Environment,GHG Emissions,3,True
Food & Beverage,Non-Alcoholic Beverages,Environment,Air Quality,3,True
Food & Beverage,Non-Alcoholic Beverages,Environment,Energy Management,4,True
Food & Beverage,Non-Alcoholic Beverages,Environment,Water & Wastewater Management,4,True
Food & Beverage,Non-Alcoholic Beverages,Environment,Waste & Hazardous Materials,4,True
Food & Beverage,Non-Alcoholic Beverages,Environment,Ecological Impacts,5,True
Food & Beverage,Non-Alcoholic Beverages,Social Capital,Human Rights & Community Relations,5,True
Food & Beverage,Non-Alcoholic Beverages,Social Capital,Customer Privacy,5,True
Food & Beverage,Non-Alcoholic Beverages,Social Capital,Data Security,4,True
Food & Beverage,Non-Alcoholic Beverages,Social Capital,Access & Affordability,4,True
Food & Beverage,Non-Alcoholic Beverages,Social Capital,Product Quality & Safety,5,True
Food & Beverage,Non-Alcoholic Beverages,Social Capital,Customer Welfare,5,True
Food & Beverage,Non-Alcoholic Beverages,Social Capital,Selling Practices & Product Labeling,5,True
Food & Beverage,Non-Alcoholic Beverages,Human Capital,Labor Practices,4,True
Food & Beverage,Non-Alcoholic Beverages,Human Capital,Employee Health & Safety,2,False
Food & Beverage,Non-Alcoholic Beverages,Human Capital,Employee Engagement,4,True
Food & Beverage,Non-Alcoholic Beverages,Human Capital,Diversity & Inclusion,3,True
Food & Beverage,Non-Alcoholic Beverages,Business Model & Innovation,Product Design & Lifecycle,4,True
Food & Beverage,Non-Alcoholic Beverages,Business Model & Innovation,Business Model Resilience,3,True
Food & Beverage,Non-Alcoholic Beverages,Business Model & Innovation,Supply Chain Management,4,True
Food & Beverage,Non-Alcoholic Beverages,Business Model & Innovation,Materials Sourcing & Efficiency,4,True
Food & Beverage,Non-Alcoholic Beverages,Business Model & Innovation,Physical Impacts of Climate Change,4,True
Food & Beverage,Non-Alcoholic Beverages,Leadership & Governance,Business Ethics,3,True
Food & Beverage,Non-Alcoholic Beverages,Leadership & Governance,Competitive Behavior,4,True
Food & Beverage,Non-Alcoholic Beverages,Leadership & Governance,Regulatory Environment Management,4,True
Food & Beverage,Non-Alcoholic Beverages,Leadership & Governance,Critical Incident Risk Management,4,True
Food & Beverage,Non-Alcoholic Beverages,Leadership & Governance,Systemic Risk Management,4,True
Food & Beverage,Processed Foods,Environment,GHG Emissions,5,True
Food & Beverage,Processed Foods,Environment,Air Quality,3,True
Food & Beverage,Processed Foods,Environment,Energy Management,4,True
Food & Beverage,Processed Foods,Environment,Water & Wastewater Management,3,True
Food & Beverage,Processed Foods,Environment,Waste & Hazardous Materials,4,True
Food & Beverage,Processed Foods,Environment,Ecological Impacts,4,True
Food & Beverage,Processed Foods,Social Capital,Human Rights & Community Relations,5,True
Food & Beverage,Processed Foods,Social Capital,Customer Privacy,4,True
Food & Beverage,Processed Foods,Social Capital,Data Security,5,True
Food & Beverage,Processed Foods,Social Capital,Access & Affordability,5,True
Food & Beverage,Processed Foods,Social Capital,Product Quality & Safety,5,True
Food & Beverage,Processed Foods,Social Capital,Customer Welfare,5,True
Food & Beverage,Processed Foods,Social Capital,Selling Practices & Product Labeling,5,True
Food & Beverage,Processed Foods,Human Capital,Labor Practices,4,True
Food & Beverage,Processed Foods,Human Capital,Employee Health & Safety,2,False
Food & Beverage,Processed Foods,Human Capital,Employee Engagement,3,True
Food & Beverage,Processed Foods,Human Capital,Diversity & Inclusion,2,False
Food & Beverage,Processed Foods,Business Model & Innovation,Product Design & Lifecycle,5,True
Food & Beverage,Processed Foods,Business Model & Innovation,Business Model Resilience,5,True
Food & Beverage,Processed Foods,Business Model & Innovation,Supply Chain Management,3,True
Food & Beverage,Processed Foods,Business Model & Innovation,Materials Sourcing & Efficiency,4,True
Food & Beverage,Processed Foods,Business Model & Innovation,Physical Impacts of Climate Change,5,True
Food & Beverage,Processed Foods,Leadership & Governance,Business Ethics,4,True
Food & Beverage,Processed Foods,Leadership & Governance,Competitive Behavior,4,True
Food & Beverage,Processed Foods,Leadership & Governance,Regulatory Environment Management,2,False
Food & Beverage,Processed Foods,Leadership & Governance,Critical Incident Risk Management,2,False
Food & Beverage,Processed Foods,Leadership & Governance,Systemic Risk Management,4,True
Food & Beverage,Restaurants,Environment,GHG Emissions,4,True
Food & Beverage,Restaurants,Environment,Air Quality,3,True
Food & Beverage,Restaurants,Environment,Energy Management,4,True
Food & Beverage,Restaurants,Environment,Water & Wastewater Management,3,True
Food & Beverage,Restaurants,Environment,Waste & Hazardous Materials,3,True
Food & Beverage,Restaurants,Environment,Ecological Impacts,4,True
Food & Beverage,Restaurants,Social Capital,Human Rights & Community Relations,5,True
Food & Beverage,Restaurants,Social Capital,Customer Privacy,5,True
Food & Beverage,Restaurants,Social Capital,Data Security,4,True
Food & Beverage,Restaurants,Social Capital,Access & Affordability,5,True
Food & Beverage,Restaurants,Social Capital,Product Quality & Safety,5,True
Food & Beverage,Restaurants,Social Capital,Customer Welfare,5,True
Food & Beverage,Restaurants,Social Capital,Selling Practices & Product Labeling,5,True
Food & Beverage,Restaurants,Human Capital,Labor Practices,3,True
Food & Beverage,Restaurants,Human Capital,Employee Health & Safety,3,True
Food & Beverage,Restaurants,Human Capital,Employee Engagement,3,True
Food & Beverage,Restaurants,Human Capital,Diversity & Inclusion,2,False
Food & Beverage,Restaurants,Business Model & Innovation,Product Design & Lifecycle,4,True
Food & Beverage,Restaurants,Business Model & Innovation,Business Model Resilience,3,True
Food & Beverage,Restaurants,Business Model & Innovation,Supply Chain Management,5,True
Food & Beverage,Restaurants,Business Model & Innovation,Materials Sourcing & Efficiency,5,True
Food & Beverage,Restaurants,Business Model & Innovation,Physical Impacts of Climate Change,3,True
Food & Beverage,Restaurants,Leadership & Governance,Business Ethics,3,True
Food & Beverage,Restaurants,Leadership & Governance,Competitive Behavior,2,False
Food & Beverage,Restaurants,Leadership & Governance,Regulatory Environment Management,4,True
Food & Beverage,Restaurants,Leadership & Governance,Critical Incident Risk Management,2,False
Food & Beverage,Restaurants,Leadership & Governance,Systemic Risk Management,4,True
Food & Beverage,Tobacco,Environment,GHG Emissions,3,True
Food & Beverage,Tobacco,Environment,Air Quality,3,True
Food & Beverage,Tobacco,Environment,Energy Management,3,True
Food & Beverage,Tobacco,Environment,Water & Wastewater Management,3,True
Food & Beverage,Tobacco,Environment,Waste & Hazardous Materials,3,True
Food & Beverage,Tobacco,Environment,Ecological Impacts,5,True
Food & Beverage,Tobacco,Social Capital,Human Rights & Community Relations,4,True
Food & Beverage,Tobacco,Social Capital,Customer Privacy,4,True
Food & Beverage,Tobacco,Social Capital,Data Security,4,True
Food & Beverage,Tobacco,Social Capital,Access & Affordability,5,True
Food & Beverage,Tobacco,Social Capital,Product Quality & Safety,5,True
Food & Beverage,Tobacco,Social Capital,Customer Welfare,4,True
Food & Beverage,Tobacco,Social Capital,Selling Practices & Product Labeling,5,True
Food & Beverage,Tobacco,Human Capital,Labor Practices,2,False
Food & Beverage,Tobacco,Human Capital,Employee Health & Safety,3,True
Food & Beverage,Tobacco,Human Capital,Employee Engagement,4,True
Food & Beverage,Tobacco,Human Capital,Diversity & Inclusion,3,True
Food & Beverage,Tobacco,Business Model & Innovation,Product Design & Lifecycle,4,True
Food & Beverage,Tobacco,Business Model & Innovation,Business Model Resilience,3,True
Food & Beverage,Tobacco,Business Model & Innovation,Supply Chain Management,5,True
Food & Beverage,Tobacco,Business Model & Innovation,Materials Sourcing & Efficiency,5,True
Food & Beverage,Tobacco,Business Model & Innovation,Physical Impacts of Climate Change,5,True
Food & Beverage,Tobacco,Leadership & Governance,Business Ethics,4,True
Food & Beverage,Tobacco,Leadership & Governance,Competitive Behavior,2,False
Food & Beverage,Tobacco,Leadership & Governance,Regulatory Environment Management,2,False
Food & Beverage,Tobacco,Leadership & Governance,Critical Incident Risk Management,3,True
Food & Beverage,Tobacco,Leadership & Governance,Systemic Risk Management,2,False
Health Care,Biotechnology & Pharmaceuticals,Environment,GHG Emissions,3,True
Health Care,Biotechnology & Pharmaceuticals,Environment,Air Quality,1,False
Health Care,Biotechnology & Pharmaceuticals,Environment,Energy Management,2,False
Health Care,Biotechnology & Pharmaceuticals,Environment,Water & Wastewater Management,3,True
Health Care,Biotechnology & Pharmaceuticals,Environment,Waste & Hazardous Materials,3,True
Health Care,Biotechnology & Pharmaceuticals,Environment,Ecological Impacts,2,False
Health Care,Biotechnology & Pharmaceuticals,Social Capital,Human Rights & Community Relations,5,True
Health Care,Biotechnology & Pharmaceuticals,Social Capital,Customer Privacy,5,True
Health Care,Biotechnology & Pharmaceuticals,Social Capital,Data Security,4,True
Health Care,Biotechnology & Pharmaceuticals,Social Capital,Access & Affordability,4,True
Health Care,Biotechnology & Pharmaceuticals,Social Capital,Product Quality & Safety,5,True
Health Care,Biotechnology & Pharmaceuticals,Social Capital,Customer Welfare,5,True
Health Care,Biotechnology & Pharmaceuticals,Social Capital,Selling Practices & Product Labeling,5,True
Health Care,Biotechnology & Pharmaceuticals,Human Capital,Labor Practices,2,False
Health Care,Biotechnology & Pharmaceuticals,Human Capital,Employee Health & Safety,2,False
Health Care,Biotechnology & Pharmaceuticals,Human Capital,Employee Engagement,4,True
Health Care,Biotechnology & Pharmaceuticals,Human Capital,Diversity & Inclusion,3,True
Health Care,Biotechnology & Pharmaceuticals,Business Model & Innovation,Product Design & Lifecycle,5,True
Health Care,Biotechnology & Pharmaceuticals,Business Model & Innovation,Business Model Resilience,5,True
Health Care,Biotechnology & Pharmaceuticals,Business Model & Innovation,Supply Chain Management,3,True
Health Care,Biotechnology & Pharmaceuticals,Business Model & Innovation,Materials Sourcing & Efficiency,5,True
Health Care,Biotechnology & Pharmaceuticals,Business Model & Innovation,Physical Impacts of Climate Change,3,True
Health Care,Biotechnology & Pharmaceuticals,Leadership & Governance,Business Ethics,5,True
Health Care,Biotechnology & Pharmaceuticals,Leadership & Governance,Competitive Behavior,5,True
Health Care,Biotechnology & Pharmaceuticals,Leadership & Governance,Regulatory Environment Management,5,True
Health Care,Biotechnology & Pharmaceuticals,Leadership & Governance,Critical Incident Risk Management,5,True
Health Care,Biotechnology & Pharmaceuticals,Leadership & Governance,Systemic Risk Management,5,True
Health Care,Drug Retailers,Environment,GHG Emissions,1,False
Health Care,Drug Retailers,Environment,Air Quality,3,True
Health Care,Drug Retailers,Environment,Energy Management,3,True
Health Care,Drug Retailers,Environment,Water & Wastewater Management,2,False
Health Care,Drug Retailers,Environment,Waste & Hazardous Materials,1,False
Health Care,Drug Retailers,Environment,Ecological Impacts,2,False
Health Care,Drug Retailers,Social Capital,Human Rights & Community Relations,5,True
Health Care,Drug Retailers,Social Capital,Customer Privacy,4,True
Health Care,Drug Retailers,Social Capital,Data Security,5,True
Health Care,Drug Retailers,Social Capital,Access & Affordability,5,True
Health Care,Drug Retailers,Social Capital,Product Quality & Safety,5,True
Health Care,Drug Retailers,Social Capital,Customer Welfare,5,True
Health Care,Drug Retailers,Social Capital,Selling Practices & Product Labeling,5,True
Health Care,Drug Retailers,Human Capital,Labor Practices,2,False
Health Care,Drug Retailers,Human Capital,Employee Health & Safety,3,True
